avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure,gender,status,% Employed,% Left
241,engineering,0,0.695768463336,4,0,high,0.8747335190200001,3.0,M,Employed,0.995341838931228,0.004658161068771945
183,management,0,0.558828547727,2,0,medium,0.322313897127,2.0,M,Employed,0.7689690523433876,0.23103094765661236
135,IT,0,0.755850361895,4,1,medium,0.8022988363429999,3.0,F,Left,0.3509226631341189,0.6490773368658811
193,admin,0,0.7184766791763917,3,0,medium,1.0,3.0,F,Employed,0.9986657669704532,0.001334233029546854
120,finance,1,0.465232047598,3,0,medium,0.5606164695310001,6.0,F,Employed,0.997032925004471,0.002967074995528892
145,support,0,0.460142187271,2,0,low,0.394719458297,3.0,F,Left,0.055294100940016175,0.9447058990599838
126,sales,0,0.934856574794,5,0,medium,0.6284270047380001,5.0,M,Employed,0.849687054221384,0.1503129457786159
243,support,0,1.0,5,0,medium,0.763318737312,5.0,M,Left,0.056984420728187025,0.943015579271813
252,IT,0,0.927306095976,4,0,low,0.549252851179,4.0,F,Employed,0.7694897792232289,0.23051022077677097
171,support,0,0.5925676118159999,3,0,medium,0.584325275099,3.0,F,Employed,0.9653234623768414,0.03467653762315866
223,sales,0,0.872945547931,3,0,high,0.679167196788,7.0,M,Employed,0.654427974895791,0.345572025104209
201,support,1,0.810456446752,4,0,low,0.8483227799969999,2.0,F,Employed,0.9916151335028441,0.008384866497155898
261,IT,0,0.7871462656370001,4,0,medium,0.8652719597930001,2.0,F,Employed,0.9950761735501509,0.0049238264498490366
298,IT,0,0.8552776039219999,5,0,low,0.141536431451,4.0,F,Left,0.02869396967025267,0.9713060303297474
161,management,0,0.542174831164,4,1,medium,0.6733970277429999,7.0,M,Employed,0.5376227465704254,0.46237725342957436
134,procurement,0,0.6972512154359999,5,0,medium,0.720455911032,3.0,F,Employed,0.9826370987179077,0.01736290128209222
103,product,0,0.918905310203,5,0,low,0.727818115909,5.0,F,Employed,0.798932301286115,0.20106769871388494
227,engineering,0,0.8875579213079999,3,0,low,0.537563301906,2.0,F,Employed,0.9986207435145249,0.0013792564854751882
127,sales,0,0.587762987371,2,0,low,0.429998207341,3.0,M,Left,0.06046666515020077,0.9395333348497993
204,engineering,0,0.508272946753,4,0,high,0.576594974244,3.0,F,Employed,0.9824090096382754,0.017590990361724533
145,finance,0,0.809748292279,6,0,medium,0.708500810514,3.0,F,Employed,0.591461632287326,0.4085383677126741
243,engineering,0,0.978247937409,5,0,medium,0.591558862936,2.0,F,Employed,0.9993033866185278,0.0006966133814722552
186,IT,0,0.482528933636,3,0,medium,0.728936841503,3.0,F,Employed,0.9784142357719553,0.02158576422804476
185,sales,1,0.8205443095939999,6,0,high,1.0,4.0,M,Employed,0.6159548602533944,0.38404513974660565
267,management,0,0.8043829985079999,3,0,high,0.46417577219,2.0,F,Employed,0.987988343369557,0.012011656630443053
225,finance,0,0.484329206635,5,0,high,0.842398847393,2.0,F,Employed,0.9888686025139605,0.01113139748603944
170,IT,0,0.324238730989,3,0,low,0.7047816416789999,6.0,M,Employed,0.8496440881978381,0.15035591180216193
115,sales,0,0.667318626586,2,0,high,0.454341666269,3.0,M,Left,0.1649458240907593,0.8350541759092408
154,IT,0,0.619474228566,2,0,low,0.438450195343,3.0,F,Left,0.1072888226271045,0.8927111773728955
173,engineering,1,0.535500740968,4,0,low,0.824315564301,2.0,M,Employed,0.9856765047120432,0.014323495287956744
226,support,0,0.648106699752,5,0,medium,0.193505896331,3.0,F,Employed,0.9961359136983192,0.003864086301680754
229,sales,0,0.7600909213529999,4,0,low,0.522014217515,3.0,F,Employed,0.9899437815581359,0.010056218441864124
134,IT,0,0.774788809286,4,0,low,0.55317058592,2.0,F,Employed,0.9915084730978793,0.008491526902120876
240,support,0,1.0,5,0,low,0.8492929647390001,5.0,M,Left,0.052791966281502935,0.9472080337184969
191,engineering,0,0.6177688359100001,4,0,low,0.925228859478,2.0,F,Employed,0.9994312814800443,0.0005687185199556238
271,sales,0,0.945908852213,5,0,low,0.846959030932,5.0,F,Left,0.06436687262511546,0.9356331273748844
269,finance,0,0.931231642162,7,0,medium,0.141091663898,4.0,M,Left,0.015004952169828431,0.9849950478301714
139,engineering,0,0.536879417045,2,0,low,0.508276429481,3.0,M,Left,0.10142342274951177,0.8985765772504885
271,finance,0,0.878855357632,3,0,medium,0.7794467734430001,2.0,M,Employed,0.9945425451101416,0.00545745488985828
145,support,1,0.849128710323,3,0,medium,0.870789581504,3.0,F,Employed,0.992069484193155,0.007930515806844968
304,engineering,0,0.788649513595,6,0,medium,0.0559878635989,5.0,F,Left,0.055068093658567595,0.9449319063414323
135,support,0,0.8201261566660001,5,0,low,0.7434883965610001,2.0,F,Employed,0.931128441388312,0.06887155861168791
246,IT,0,0.838646296595,4,0,high,0.4938568593860001,3.0,M,Employed,0.9565991283735467,0.043400871626453445
267,sales,0,0.917810091926,6,0,medium,0.5510032823759999,4.0,M,Employed,0.8668883222669586,0.13311167773304133
177,engineering,0,1.0,3,0,medium,0.812509060991,2.0,M,Employed,0.999390431014937,0.0006095689850631152
254,support,0,0.600515546403,3,0,high,0.876948221628,2.0,M,Employed,0.9866693455386885,0.013330654461311608
155,sales,0,0.7184766791763917,2,0,low,0.175041589359,3.0,M,Employed,0.5238327487220504,0.47616725127794973
147,marketing,0,0.473579261219,2,0,low,0.38642145063,3.0,F,Left,0.04947419204896687,0.9505258079510333
244,IT,0,0.673256352795,4,0,medium,0.663379466863,2.0,M,Employed,0.9852516079482734,0.014748392051726575
250,sales,1,0.7184766791763917,5,0,medium,0.759685040151,3.0,F,Employed,0.8698158297035948,0.1301841702964054
180,engineering,0,0.933865141084,5,0,high,0.640398816094,2.0,F,Employed,0.9924071906775002,0.007592809322499817
251,engineering,0,1.0,4,0,low,0.925448859905,6.0,F,Left,0.009117461190006882,0.9908825388099931
271,sales,0,0.981718432375,3,0,low,0.828495420491,3.0,F,Employed,0.9966863744214464,0.0033136255785535403
198,engineering,0,0.369245007225,2,0,medium,0.282134077183,4.0,F,Left,0.07089423484654683,0.9291057651534531
135,marketing,1,0.98027602669,5,0,low,0.7344459912669999,4.0,M,Employed,0.8441116917308281,0.155888308269172
203,engineering,0,0.821040210255,5,0,low,0.938134350653,3.0,M,Employed,0.9960180461031317,0.003981953896868262
287,IT,0,0.497424602116,3,0,low,0.5342081888019999,5.0,M,Employed,0.6122597378825925,0.38774026211740753
238,engineering,0,0.6871632812,3,0,medium,0.8203444661229999,2.0,F,Employed,0.9993411046242254,0.0006588953757746615
160,support,0,0.6517458642939999,3,0,medium,0.78066811989,3.0,M,Employed,0.9650069973754358,0.03499300262456429
192,sales,0,0.613536810858,2,0,low,0.812356586054,2.0,M,Employed,0.9784156528750868,0.02158434712491335
258,product,0,0.7184766791763917,3,0,medium,0.6920471823379999,3.0,F,Employed,0.9937165248886389,0.0062834751113610915
240,IT,0,0.7516134747,5,0,medium,0.7519483717829999,4.0,F,Employed,0.794072009402161,0.20592799059783884
221,sales,0,1.0,5,0,medium,0.928914976663,6.0,M,Left,0.12365582833391753,0.8763441716660824
138,sales,1,0.493111693732,3,0,low,0.644223235839,2.0,M,Employed,0.9573293210712878,0.04267067892871236
188,sales,0,0.8161587885070001,2,0,low,0.9054105853,2.0,F,Employed,0.9872692181335495,0.012730781866450333
289,support,0,0.935601244497,6,0,medium,0.177665057968,5.0,M,Left,0.015553655720382649,0.9844463442796172
197,sales,0,0.951371729547,4,0,medium,0.941884497172,3.0,F,Employed,0.9906744033506998,0.009325596649300147
231,sales,0,0.8897754265019999,4,0,low,0.194289584474,5.0,F,Employed,0.9656809922116742,0.03431900778832578
153,sales,1,0.501209657783,2,0,low,0.44417000952,3.0,M,Left,0.18778558480877316,0.812214415191227
128,sales,0,0.478650944652,2,0,medium,0.498347641445,3.0,F,Left,0.20786509351674726,0.7921349064832527
149,admin,0,0.505404539268,2,0,low,0.4518319548650001,3.0,M,Left,0.09705449071069418,0.9029455092893058
185,sales,0,0.7184766791763917,3,0,low,0.568078977354,2.0,F,Employed,0.9871509351588401,0.012849064841159866
229,engineering,0,0.585766859694,5,0,medium,0.7310817179350001,3.0,F,Employed,0.9338080770149007,0.06619192298509947
128,engineering,0,0.54255291766,2,0,low,0.4148877241740001,3.0,F,Left,0.07552293417442119,0.9244770658255789
241,sales,0,0.7596782311429999,5,0,high,0.595920716127,3.0,F,Employed,0.9210807925574883,0.07891920744251178
247,engineering,0,0.843420422913,4,0,low,0.813121979448,6.0,F,Left,0.02733315819835215,0.9726668418016478
269,support,0,0.76610731867,3,0,medium,0.7888123763349999,2.0,M,Employed,0.9380303378251471,0.06196966217485282
229,sales,0,0.411979487118,5,0,low,0.110744049392,4.0,M,Employed,0.9825897134813093,0.017410286518690817
188,engineering,0,0.5473150720800001,3,0,high,0.521734232,3.0,M,Employed,0.8721964461219419,0.12780355387805784
212,sales,0,0.971187064425,4,0,low,0.808803770087,2.0,M,Employed,0.9970482773950408,0.0029517226049592727
252,support,0,0.7184766791763917,3,0,medium,0.7837149777269999,3.0,F,Employed,0.9953669612125038,0.004633038787496206
222,sales,0,0.7184766791763917,5,0,low,0.947266481076,2.0,F,Employed,0.9826203278817018,0.01737967211829826
270,sales,0,0.992404549414,5,0,low,0.8818723075630001,5.0,F,Left,0.07185246708548422,0.9281475329145159
183,marketing,0,0.5488524843479999,4,0,low,0.644169889117,3.0,F,Employed,0.9923589554449372,0.00764104455506278
163,marketing,0,0.630924087211,5,0,medium,0.62182321333,4.0,F,Employed,0.9202298130765749,0.07977018692342511
207,sales,0,0.5242605248650001,4,0,low,0.20736694537500006,5.0,F,Employed,0.9981042934727635,0.0018957065272364776
234,sales,1,0.6792221784370001,3,0,high,0.6973816049580001,3.0,M,Employed,0.955662997001776,0.04433700299822386
121,sales,0,0.6760537474339999,3,0,low,0.351328514436,2.0,M,Employed,0.971153832978434,0.028846167021565932
131,engineering,1,0.798732639747,3,0,low,0.270826972637,5.0,M,Employed,0.9623345370201389,0.037665462979861064
160,sales,0,0.508931775867,2,0,low,0.407259340993,3.0,M,Left,0.10921228208879312,0.890787717911207
207,engineering,0,0.971517874083,3,0,low,0.620397287624,10.0,M,Employed,0.9999150302417967,8.496975820341835e-05
224,engineering,0,1.0,4,0,medium,0.833914798047,5.0,M,Left,0.10840510665854959,0.8915948933414505
132,procurement,0,0.485557419301,2,0,low,0.445788774149,3.0,F,Left,0.06001064990732353,0.9399893500926764
139,sales,0,1.0,5,0,medium,0.60631512938,2.0,F,Employed,0.9394684201705007,0.06053157982949918
192,engineering,1,0.557127093942,5,0,low,0.8338120036910001,3.0,M,Employed,0.7979425453686078,0.2020574546313921
167,IT,1,0.786409373645,4,0,medium,0.956516833201,3.0,M,Employed,0.9983367598866798,0.001663240113320194
265,finance,0,0.477688571978,3,0,low,0.5489083188589999,3.0,F,Employed,0.9701188018767134,0.02988119812328648
259,product,0,0.97294023244,5,0,low,0.780662176573,6.0,M,Left,0.018498714247379786,0.9815012857526203
194,engineering,0,0.7414815162080001,5,0,low,0.759352064236,4.0,M,Employed,0.790907724184557,0.20909227581544285
207,marketing,0,0.599513317726,3,0,medium,0.693813142043,3.0,F,Employed,0.9937487558444636,0.006251244155536438
262,engineering,1,0.885969619842,6,0,low,0.06729925519180001,5.0,F,Left,0.02784528283223707,0.9721547171677628
181,product,1,0.674986055687,3,0,medium,0.511395224583,3.0,F,Employed,0.8852136709561876,0.11478632904381227
134,support,0,0.973904455923,4,0,medium,0.612973586985,3.0,M,Employed,0.9682945770585848,0.03170542294141527
129,IT,0,0.7184766791763917,2,0,low,0.347964564827,3.0,M,Left,0.12286540276852607,0.8771345972314738
220,engineering,0,1.0,5,0,low,0.738592455354,5.0,M,Left,0.049638699100585305,0.9503613008994146
156,support,1,0.620626613476,3,0,low,0.6877388623720001,6.0,F,Employed,0.7374935225393363,0.26250647746066375
211,support,0,0.926502829302,3,0,medium,0.765325192404,3.0,F,Employed,0.9868101517821797,0.013189848217820417
136,sales,0,0.940961680734,5,0,low,0.954677252796,4.0,F,Employed,0.9404114643678677,0.05958853563213229
132,engineering,0,0.5202955334780001,2,0,medium,0.374531038617,3.0,M,Left,0.03994299243952455,0.9600570075604754
268,finance,1,0.8869702340569999,6,0,medium,0.410271278048,4.0,M,Left,0.2476396819534205,0.7523603180465797
156,sales,0,0.734374756702,3,0,medium,0.962208333757,3.0,M,Employed,0.9878733457464113,0.012126654253588803
272,sales,0,0.956014645106,5,0,low,0.8399776289830001,5.0,F,Left,0.06534380262876303,0.9346561973712371
265,admin,0,0.7184766791763917,4,0,low,0.509272071206,3.0,F,Employed,0.959882965633448,0.04011703436655208
154,finance,0,0.462849878443,2,0,medium,0.435522751335,3.0,M,Left,0.08511416665643033,0.9148858333435698
230,management,0,0.757360870123,5,0,high,0.669176180824,10.0,F,Employed,0.9989555672152717,0.001044432784728218
186,support,1,0.765095163347,5,0,medium,0.296412232556,4.0,M,Employed,0.9423136949339284,0.0576863050660716
129,support,0,0.7184766791763917,2,0,medium,0.441719407143,3.0,F,Left,0.16259403855580382,0.8374059614441962
155,sales,0,0.7184766791763917,2,0,low,0.445411196705,3.0,F,Left,0.12658647460695432,0.8734135253930456
129,support,0,0.6654892135189999,6,0,low,0.440123424369,5.0,F,Left,0.28035255177047547,0.7196474482295244
147,management,1,0.6124439642689999,2,0,low,0.489455675292,3.0,M,Left,0.1986398053452451,0.8013601946547552
159,sales,0,0.563007969466,2,0,low,0.433555867794,3.0,F,Left,0.07096787133382569,0.9290321286661746
161,IT,0,0.66901631851,4,0,medium,0.559236788256,2.0,F,Employed,0.9981841651951046,0.001815834804895462
163,engineering,0,0.545444024774,6,0,low,0.655196422234,6.0,M,Left,0.4139976242787383,0.5860023757212616
137,IT,0,0.54321728853,2,0,medium,0.442070474341,3.0,M,Left,0.07009849793750765,0.9299015020624924
204,marketing,0,0.7184766791763917,3,0,medium,0.564413213518,2.0,M,Employed,0.9949422139292458,0.005057786070754348
257,marketing,0,0.7184766791763917,3,0,low,0.854874525063,2.0,F,Employed,0.9993680477518634,0.0006319522481365645
178,sales,0,0.5552182789060001,2,0,low,0.327027198377,3.0,M,Left,0.3301149734758127,0.6698850265241874
239,support,0,0.916496442082,5,0,low,0.913425234977,3.0,M,Employed,0.9979518445944906,0.002048155405509365
186,management,0,0.8847722694939999,4,1,medium,0.526487652834,7.0,F,Employed,0.5068587689454331,0.49314123105456703
267,support,0,0.828781202433,5,0,low,0.7898162332430001,5.0,F,Left,0.08868172478555351,0.9113182752144466
148,admin,0,0.7773139039,4,0,medium,0.814206237503,3.0,F,Employed,0.996601991376043,0.0033980086239569613
264,finance,0,0.976640447958,5,1,high,0.560092557738,8.0,F,Employed,0.6997261898857411,0.30027381011425935
139,support,0,0.592461610984,6,0,high,0.19854463628,4.0,M,Employed,0.8465693428665416,0.1534306571334584
151,engineering,0,0.752473954741,2,0,low,0.358688143909,4.0,F,Left,0.18189109805232903,0.818108901947671
198,engineering,0,0.437324936961,2,0,medium,0.327954965918,4.0,M,Left,0.07513289160239432,0.9248671083976054
263,support,1,0.937910550992,4,0,medium,0.932798296428,3.0,F,Employed,0.9396304321905427,0.060369567809457216
272,sales,0,0.736919064682,5,0,low,0.299793504704,2.0,F,Employed,0.9111870955279983,0.08881290447200159
265,IT,0,0.732453524493,3,0,medium,0.556060518858,3.0,F,Employed,0.9467950414752996,0.05320495852470033
220,sales,0,0.7856684084990001,3,0,low,0.704924400191,3.0,F,Employed,0.9917583020502526,0.008241697949747363
250,marketing,0,0.922390811301,6,0,medium,0.815233737977,2.0,M,Employed,0.9985438798414498,0.0014561201585502163
140,support,0,0.463615317345,2,0,low,0.390742693491,3.0,M,Left,0.07452791421521746,0.9254720857847825
209,support,1,0.657307554357,3,0,low,0.958934977665,2.0,M,Employed,0.9644780797596847,0.035521920240315356
217,support,0,0.8173893443119999,4,0,medium,0.745302345222,6.0,M,Left,0.3237403143500062,0.6762596856499937
186,sales,0,0.617404416672,4,0,medium,0.7120368191590001,2.0,F,Employed,0.9966712436443799,0.0033287563556201865
263,marketing,0,0.830448351344,3,0,medium,0.345651998642,3.0,M,Employed,0.9426794340280572,0.057320565971942766
172,sales,0,0.925526351985,5,0,low,0.29415106539,2.0,M,Employed,0.9352210320202783,0.06477896797972177
233,support,0,0.8372296952060001,5,0,low,0.629526156365,3.0,F,Employed,0.9487705773044719,0.05122942269552818
204,finance,0,0.812852228107,3,0,medium,0.608494054036,10.0,F,Employed,0.9999543328343462,4.5667165653797335e-05
203,finance,0,0.8726230131620001,3,0,high,0.889926517613,3.0,M,Employed,0.9962359820366629,0.0037640179633371407
198,management,0,0.672337212237,4,0,medium,0.540863181549,2.0,F,Employed,0.9992459155456799,0.0007540844543202066
266,sales,0,0.8592754507260001,4,0,high,0.7315329809919999,3.0,F,Employed,0.9841426455576907,0.015857354442309384
252,engineering,1,0.579733713974,4,0,medium,0.7289602840970001,2.0,M,Employed,0.9299649474200327,0.07003505257996728
141,sales,1,0.500763297904,2,0,low,0.423381242195,3.0,M,Left,0.12313391730821646,0.8768660826917838
161,IT,0,0.951272715524,5,0,medium,0.25266019493,5.0,F,Employed,0.61255342170716,0.38744657829284
118,support,0,0.480348134681,5,0,low,0.880059476552,3.0,M,Employed,0.9559873307932771,0.04401266920672279
264,engineering,0,0.534847059678,5,0,medium,0.8341784852869999,3.0,F,Employed,0.8581441002590945,0.14185589974090554
130,engineering,0,0.459486223405,2,0,low,0.388936249382,3.0,F,Left,0.08013993499936507,0.9198600650006349
241,engineering,1,0.766831041908,4,0,low,0.550338350713,3.0,M,Employed,0.9394821253169579,0.06051787468304229
185,finance,0,0.938822236438,3,0,medium,0.71035392892,4.0,M,Employed,0.941777931990792,0.05822206800920803
231,marketing,0,0.901877325737,5,0,medium,0.993827688372,2.0,F,Employed,0.9958876217758623,0.004112378224137801
245,engineering,0,0.8742388151809999,5,0,low,0.481629751277,2.0,F,Employed,0.9957214225795222,0.004278577420477824
218,support,0,0.5766832328679999,3,0,medium,0.7849487486669999,2.0,F,Employed,0.9971131522298862,0.002886847770113745
277,IT,0,1.0,2,0,medium,0.7553698254800001,3.0,F,Employed,0.9799678774518242,0.020032122548175678
182,sales,0,0.8772071151999999,3,0,low,1.0,4.0,M,Employed,0.9591951169984199,0.04080488300158024
158,sales,0,0.617175992008,2,0,low,0.39398947942,3.0,M,Left,0.10905974469660182,0.8909402553033982
269,engineering,0,0.8255297833830001,4,0,medium,0.568072659317,2.0,M,Employed,0.9601805079993749,0.03981949200062513
212,support,0,0.756099668981,4,0,low,0.909445527445,3.0,M,Employed,0.9882969053964902,0.011703094603509785
166,finance,0,0.6771021075939999,3,0,medium,0.991939160958,2.0,M,Employed,0.9992653740412573,0.0007346259587428624
252,sales,0,0.676955843224,2,0,low,0.8955070094259999,2.0,F,Employed,0.9948307976873847,0.005169202312615133
175,engineering,0,0.714006363661,4,0,low,0.685264500606,4.0,F,Employed,0.9637431884478167,0.03625681155218316
224,sales,0,0.749671969753,4,0,low,0.8016035214659999,3.0,F,Employed,0.9901937237411016,0.009806276258898327
141,engineering,0,0.633044129203,2,0,medium,0.6522886251009999,3.0,F,Employed,0.6224912786306791,0.377508721369321
150,finance,0,0.8584723908159999,4,0,medium,0.704017820423,2.0,F,Employed,0.999065579828663,0.0009344201713370019
226,sales,0,0.779539008211,3,0,medium,0.692763621027,4.0,F,Employed,0.9436803817318634,0.05631961826813667
156,sales,0,0.522903511792,4,0,high,0.888119451901,4.0,F,Employed,0.9920076625596149,0.007992337440385118
157,engineering,0,0.88178816703,4,0,medium,0.985182807005,3.0,F,Employed,0.9980885717932867,0.0019114282067133183
280,IT,0,0.841445493203,5,0,low,0.21976993871,4.0,M,Left,0.24201308948304331,0.7579869105169567
240,sales,0,0.5083205857190001,5,0,medium,0.7072502349950001,2.0,M,Employed,0.9178538064531171,0.08214619354688277
225,sales,0,0.953944816874,5,0,high,0.881812728433,4.0,M,Employed,0.7981668411085255,0.2018331588914746
242,sales,0,0.482354850262,5,0,medium,0.825347734956,3.0,F,Employed,0.9150021351466135,0.08499786485338647
151,admin,1,0.799742166654,3,0,low,0.81071342626,3.0,F,Employed,0.9933420792852887,0.006657920714711367
212,sales,0,0.7590583211480001,4,0,low,0.966334870944,3.0,M,Employed,0.9947581548899255,0.005241845110074337
231,sales,0,0.536428499745,6,0,low,0.255404870986,4.0,F,Employed,0.6868306927710832,0.31316930722891667
252,engineering,0,0.973801045618,3,0,medium,0.726406091806,3.0,F,Employed,0.996684545384358,0.0033154546156419695
234,support,0,0.7184766791763917,3,0,medium,0.927016975031,2.0,M,Employed,0.9567618489983445,0.04323815100165544
220,management,1,0.671339562817,4,0,high,0.585283570661,3.0,F,Employed,0.978369453294923,0.021630546705076945
285,support,0,0.7184766791763917,2,0,medium,0.8218128066310001,2.0,F,Employed,0.9893424023756312,0.01065759762436867
265,sales,0,0.8740971289560001,4,0,low,0.880217631242,6.0,F,Left,0.016178305855961802,0.9838216941440382
210,engineering,0,0.7335676443889999,5,0,medium,0.541301166152,5.0,F,Employed,0.775842252019089,0.22415774798091118
265,engineering,0,0.923105114088,4,0,medium,0.633758892793,4.0,M,Employed,0.8067309821072939,0.19326901789270587
179,support,0,0.8079707507420001,5,0,low,0.358591772074,5.0,F,Employed,0.8409685602736799,0.15903143972632017
253,sales,0,0.592396977376,3,0,medium,0.841573521744,2.0,M,Employed,0.9653497453772907,0.03465025462270942
260,sales,1,0.602434044449,4,0,low,0.680816423649,2.0,F,Employed,0.9875552486456174,0.012444751354382527
128,management,0,0.487560526362,2,0,low,0.358375989388,3.0,M,Left,0.06988055042486666,0.9301194495751332
135,finance,0,0.7184766791763917,4,0,medium,0.562978305234,3.0,M,Employed,0.9900464506138521,0.009953549386147915
228,support,1,0.9027109367,5,0,low,0.908655138227,5.0,F,Left,0.09994579596121304,0.9000542040387871
153,sales,1,0.6754566649179999,4,0,low,0.639945044038,3.0,F,Employed,0.9890495906217769,0.010950409378223103
244,sales,0,0.8071187832610001,5,0,low,0.730152266539,6.0,F,Left,0.10578741652039904,0.894212583479601
157,sales,0,0.503556241685,2,0,low,0.328296701973,3.0,M,Left,0.10645750860392451,0.8935424913960754
243,sales,0,1.0,5,0,medium,0.872868993416,6.0,M,Left,0.03253022090997378,0.9674697790900261
261,IT,0,0.697879092332,3,0,medium,0.641698315299,2.0,M,Employed,0.9385201861855207,0.061479813814479346
183,sales,0,0.7184766791763917,3,0,low,0.491071350655,3.0,M,Employed,0.9396992504451632,0.06030074955483681
152,product,0,0.555577027903,2,0,medium,0.5002593318140001,3.0,F,Left,0.12324190658608888,0.8767580934139111
291,product,0,0.876972626063,6,0,low,0.0668486166213,4.0,M,Left,6.4565226855336764e-06,0.9999935434773145
139,IT,0,0.7855270908399999,3,0,medium,1.0,2.0,M,Employed,0.9990448015347009,0.0009551984652991778
139,IT,1,0.7184766791763917,4,0,low,0.728042269217,3.0,F,Employed,0.9792100373535697,0.020789962646430214
141,sales,0,0.5067795788889999,4,0,low,0.85473409755,3.0,M,Employed,0.991065995125141,0.008934004874859004
193,sales,0,0.408254955106,3,0,medium,0.5737698650990001,6.0,F,Employed,0.9925219116716549,0.007478088328345154
225,engineering,0,0.697944783338,5,0,low,0.6074978657819999,4.0,F,Employed,0.8332134777198824,0.16678652228011737
241,finance,0,0.914925387633,4,0,medium,0.673054984939,4.0,F,Employed,0.8269525555870307,0.17304744441296913
238,management,1,0.7184766791763917,4,0,low,0.865159534196,3.0,M,Employed,0.9417961023758521,0.05820389762414801
158,engineering,0,0.7184766791763917,3,0,low,0.773133821022,2.0,M,Employed,0.9984907788856615,0.0015092211143385283
204,finance,1,0.945769929192,4,0,low,0.258896490893,4.0,M,Employed,0.9661257963312863,0.033874203668713916
155,support,0,0.986776503028,3,0,medium,0.600471560471,3.0,M,Employed,0.9193164326274952,0.08068356737250501
106,finance,0,0.765561984218,3,0,low,0.568422231541,2.0,M,Employed,0.9939855492176607,0.006014450782339342
240,support,0,0.745249514767,3,0,medium,0.528644856261,3.0,M,Employed,0.9664196404553033,0.033580359544696646
189,marketing,0,0.5080589335019999,6,0,medium,0.218737624415,4.0,M,Employed,0.6791908121891967,0.3208091878108033
129,IT,0,0.7184766791763917,2,0,medium,0.356475624277,3.0,M,Left,0.10021870501884443,0.8997812949811556
141,sales,0,0.995470366873,3,0,low,0.930115130049,3.0,M,Employed,0.9716006440537072,0.028399355946292726
188,support,1,0.973730587949,3,0,medium,0.964416801364,3.0,F,Employed,0.9621738168899415,0.03782618311005832
150,product,0,0.914047052325,4,0,low,0.723210966881,2.0,M,Employed,0.9737899272622523,0.02621007273774773
146,support,0,0.6438654497249999,5,0,low,0.761153325259,3.0,M,Employed,0.8512068095833192,0.14879319041668082
261,sales,0,0.7481306185259999,4,0,high,0.7625972939010001,3.0,M,Employed,0.9888809808921872,0.011119019107812714
255,engineering,0,0.6311588557100001,2,0,low,0.693183067164,3.0,F,Employed,0.9910633281072594,0.008936671892740475
182,engineering,0,0.569214514214,3,0,medium,0.753154881614,2.0,M,Employed,0.9994349050326373,0.000565094967362775
193,engineering,0,0.5914076430749999,3,0,low,0.237438065635,2.0,M,Employed,0.9842139970532456,0.015786002946754384
215,sales,0,0.7706425977,6,0,medium,0.835060684466,5.0,M,Left,0.4879050065606148,0.5120949934393852
261,sales,0,0.857788895916,5,0,low,0.8023073484190001,5.0,F,Left,0.07208722240629313,0.9279127775937069
265,product,0,0.7993017491969999,3,0,medium,0.896606449497,3.0,F,Employed,0.9976478641210542,0.002352135878945679
262,sales,0,0.8909312961370001,5,0,medium,0.8314628634100001,6.0,F,Left,0.05971845813818037,0.9402815418618197
220,sales,1,0.940621426897,4,1,medium,0.647585757651,3.0,M,Left,0.1872371844051823,0.8127628155948177
174,sales,1,0.529640673863,5,0,medium,0.543303928228,3.0,F,Employed,0.9844407886912119,0.015559211308788009
155,sales,0,0.332260604202,5,0,low,0.983792301244,3.0,F,Employed,0.9963880984695882,0.003611901530411813
211,product,0,0.990660014549,3,0,low,0.883764843301,2.0,M,Employed,0.9949779893516072,0.005022010648392719
278,IT,0,1.0,3,0,medium,0.16477188152,4.0,M,Employed,0.9175951554834633,0.08240484451653658
210,support,0,0.7184766791763917,3,0,low,0.999704168866,2.0,F,Employed,0.9959280873100539,0.004071912689946058
131,product,0,0.536087746199,2,0,medium,0.352268930914,3.0,F,Left,0.028866846917176912,0.9711331530828231
222,product,0,0.914559426862,5,0,low,0.894390055404,6.0,F,Left,0.06089446144261965,0.9391055385573803
128,sales,0,0.442085218326,2,0,low,0.404639982416,3.0,M,Left,0.07220204824173215,0.9277979517582678
139,support,0,0.962097535508,5,0,medium,1.0,3.0,F,Employed,0.9542317207672869,0.045768279232713045
309,support,0,0.885048697881,6,0,low,0.053646166759900006,4.0,F,Left,0.0053747539578114295,0.9946252460421886
201,sales,1,0.60589159883,4,0,medium,0.921800048311,2.0,M,Employed,0.9748894480148426,0.02511055198515744
253,sales,0,0.496684423091,2,0,low,0.658839774438,3.0,F,Employed,0.9696194459591474,0.03038055404085269
260,product,0,0.776830420156,4,0,medium,0.906327973324,3.0,F,Employed,0.9941973918719746,0.005802608128025384
143,support,0,0.772990072863,3,0,low,0.992910230543,3.0,M,Employed,0.9907329748923415,0.009267025107658635
140,support,0,0.595628937274,5,0,high,0.476181754796,3.0,F,Employed,0.9715560422032166,0.02844395779678336
160,finance,0,0.591196589023,2,0,low,0.418741311669,3.0,F,Left,0.0982599374832729,0.9017400625167273
157,finance,0,0.8096093703489999,3,0,low,0.6480900982100001,2.0,F,Employed,0.9952034917811153,0.004796508218884579
145,management,0,0.874779009613,5,0,low,0.208233672194,3.0,M,Employed,0.968905683354194,0.03109431664580596
